Entry_No.,Car_Id,Car_Name,Car_Type_Id,Car_Type,Start_Date,End_Date,City_ID,City_Name
5528,8,Ram 1500,3,HATCHBACK,04-06-2021,03-07-2021,4,DELHI
5529,5,Mazda CX-5,1,SUV,06-02-2021,12-08-2021,3,CHENNAI
5530,4,Kia Telluride,1,SUV,26-03-2021,17-12-2021,1,KOLKATA
5531,1,Chevrolet Corvette,1,SUV,14-03-2021,15-11-2021,1,KOLKATA
5532,4,Kia Telluride,2,SEDAN,19-03-2021,29-09-2021,2,MUMBAI
5533,5,Mazda CX-5,3,HATCHBACK,01-07-2021,29-09-2021,2,MUMBAI
5534,1,Chevrolet Corvette,2,SEDAN,10-01-2021,17-10-2021,4,DELHI
5535,1,Chevrolet Corvette,2,SEDAN,07-06-2021,14-11-2021,3,CHENNAI
5536,2,Honda Accord,2,SEDAN,25-06-2021,09-10-2021,1,KOLKATA
5537,4,Kia Telluride,1,SUV,16-04-2021,07-12-2021,3,CHENNAI
5538,3,Jeep Gladiator,1,SUV,17-06-2021,20-07-2021,4,DELHI
5539,3,Jeep Gladiator,1,SUV,21-04-2021,08-08-2021,3,CHENNAI
5540,4,Kia Telluride,1,SUV,29-03-2021,13-07-2021,2,MUMBAI
5541,2,Honda Accord,2,SEDAN,07-02-2021,27-09-2021,4,DELHI
5542,1,Chevrolet Corvette,3,HATCHBACK,14-06-2021,18-09-2021,1,KOLKATA
5543,6,Porsche 718,2,SEDAN,26-01-2021,23-07-2021,3,CHENNAI
5544,5,Mazda CX-5,3,HATCHBACK,17-03-2021,19-08-2021,4,DELHI
5545,2,Honda Accord,2,SEDAN,04-04-2021,21-11-2021,4,DELHI
5546,3,Jeep Gladiator,2,SEDAN,15-04-2021,06-12-2021,2,MUMBAI
5547,2,Honda Accord,2,SEDAN,10-03-2021,13-12-2021,2,MUMBAI
5548,3,Jeep Gladiator,1,SUV,03-03-2021,11-10-2021,3,CHENNAI
5549,4,Kia Telluride,3,HATCHBACK,25-01-2021,02-09-2021,1,KOLKATA
5550,4,Kia Telluride,3,HATCHBACK,25-06-2021,04-09-2021,2,MUMBAI
5551,3,Jeep Gladiator,2,SEDAN,04-03-2021,13-11-2021,4,DELHI
5552,3,Jeep Gladiator,3,HATCHBACK,24-05-2021,15-07-2021,2,MUMBAI
5553,1,Chevrolet Corvette,2,SEDAN,05-05-2021,25-11-2021,4,DELHI
5554,5,Mazda CX-5,1,SUV,14-06-2021,14-10-2021,4,DELHI
5555,3,Jeep Gladiator,3,HATCHBACK,22-02-2021,12-07-2021,3,CHENNAI
5556,5,Mazda CX-5,3,HATCHBACK,16-03-2021,03-07-2021,4,DELHI
5557,1,Chevrolet Corvette,3,HATCHBACK,28-01-2021,14-10-2021,1,KOLKATA
5558,8,Ram 1500,3,HATCHBACK,06-01-2021,07-08-2021,4,DELHI
5559,6,Porsche 718,3,HATCHBACK,13-03-2021,25-08-2021,1,KOLKATA
5560,8,Ram 1500,2,SEDAN,16-06-2021,07-11-2021,2,MUMBAI
5561,6,Porsche 718,1,SUV,20-05-2021,28-11-2021,3,CHENNAI
5562,5,Mazda CX-5,3,HATCHBACK,14-02-2021,02-08-2021,3,CHENNAI
5563,8,Ram 1500,3,HATCHBACK,05-02-2021,01-09-2021,3,CHENNAI
5564,1,Chevrolet Corvette,1,SUV,21-06-2021,19-07-2021,1,KOLKATA
5565,4,Kia Telluride,3,HATCHBACK,27-02-2021,05-12-2021,2,MUMBAI
5566,2,Honda Accord,2,SEDAN,04-01-2021,28-10-2021,4,DELHI
5567,5,Mazda CX-5,2,SEDAN,31-01-2021,01-09-2021,4,DELHI
5568,2,Honda Accord,3,HATCHBACK,03-04-2021,21-10-2021,1,KOLKATA
5569,2,Honda Accord,1,SUV,24-01-2021,01-12-2021,4,DELHI
5570,5,Mazda CX-5,2,SEDAN,13-05-2021,23-07-2021,2,MUMBAI
5571,7,Porsche Macan,3,HATCHBACK,17-03-2021,08-07-2021,4,DELHI
5572,6,Porsche 718,1,SUV,09-04-2021,24-11-2021,3,CHENNAI
5573,6,Porsche 718,3,HATCHBACK,12-02-2021,21-10-2021,4,DELHI
5574,8,Ram 1500,2,SEDAN,28-05-2021,27-10-2021,3,CHENNAI
5575,2,Honda Accord,2,SEDAN,30-01-2021,29-09-2021,1,KOLKATA
5576,8,Ram 1500,3,HATCHBACK,12-01-2021,03-12-2021,3,CHENNAI
5577,3,Jeep Gladiator,1,SUV,16-01-2021,17-08-2021,2,MUMBAI
5578,8,Ram 1500,3,HATCHBACK,06-07-2021,19-09-2021,2,MUMBAI
5579,4,Kia Telluride,1,SUV,28-01-2021,16-08-2021,2,MUMBAI
5580,2,Honda Accord,2,SEDAN,01-02-2021,15-08-2021,4,DELHI
5581,8,Ram 1500,2,SEDAN,13-07-2021,10-08-2021,4,DELHI
5582,2,Honda Accord,1,SUV,16-02-2021,16-07-2021,4,DELHI
5583,2,Honda Accord,3,HATCHBACK,30-05-2021,18-12-2021,2,MUMBAI
5584,4,Kia Telluride,1,SUV,31-05-2021,17-10-2021,1,KOLKATA
5585,3,Jeep Gladiator,1,SUV,04-07-2021,17-10-2021,4,DELHI
5586,3,Jeep Gladiator,2,SEDAN,26-06-2021,05-12-2021,4,DELHI
5587,6,Porsche 718,3,HATCHBACK,21-05-2021,10-09-2021,1,KOLKATA
5588,8,Ram 1500,1,SUV,26-02-2021,21-07-2021,3,CHENNAI
5589,8,Ram 1500,3,HATCHBACK,19-03-2021,18-07-2021,4,DELHI
5590,4,Kia Telluride,3,HATCHBACK,03-04-2021,15-08-2021,3,CHENNAI
5591,4,Kia Telluride,2,SEDAN,27-04-2021,07-11-2021,2,MUMBAI
5592,1,Chevrolet Corvette,1,SUV,07-01-2021,18-08-2021,1,KOLKATA
5593,4,Kia Telluride,1,SUV,24-05-2021,04-10-2021,2,MUMBAI
5594,7,Porsche Macan,2,SEDAN,21-02-2021,08-10-2021,4,DELHI
5595,8,Ram 1500,1,SUV,24-02-2021,02-12-2021,2,MUMBAI
5596,4,Kia Telluride,3,HATCHBACK,02-06-2021,19-10-2021,1,KOLKATA
5597,6,Porsche 718,1,SUV,15-01-2021,02-10-2021,3,CHENNAI
5598,5,Mazda CX-5,1,SUV,08-05-2021,13-07-2021,1,KOLKATA
5599,8,Ram 1500,1,SUV,21-04-2021,05-08-2021,2,MUMBAI
5600,8,Ram 1500,3,HATCHBACK,09-01-2021,18-09-2021,3,CHENNAI
5601,5,Mazda CX-5,3,HATCHBACK,05-07-2021,10-08-2021,4,DELHI
5602,5,Mazda CX-5,1,SUV,05-06-2021,11-08-2021,1,KOLKATA
5603,6,Porsche 718,1,SUV,27-03-2021,29-11-2021,4,DELHI
5604,4,Kia Telluride,2,SEDAN,23-01-2021,14-10-2021,2,MUMBAI
5605,8,Ram 1500,3,HATCHBACK,12-07-2021,07-07-2021,3,CHENNAI
5606,8,Ram 1500,1,SUV,09-02-2021,19-08-2021,1,KOLKATA
5607,6,Porsche 718,3,HATCHBACK,12-01-2021,14-08-2021,2,MUMBAI
5608,1,Chevrolet Corvette,2,SEDAN,08-03-2021,04-08-2021,2,MUMBAI
5609,3,Jeep Gladiator,2,SEDAN,29-06-2021,28-09-2021,2,MUMBAI
5610,5,Mazda CX-5,3,HATCHBACK,01-03-2021,14-10-2021,2,MUMBAI
5611,4,Kia Telluride,2,SEDAN,06-02-2021,22-07-2021,1,KOLKATA
5612,2,Honda Accord,1,SUV,16-03-2021,03-08-2021,3,CHENNAI
5613,2,Honda Accord,3,HATCHBACK,30-04-2021,06-10-2021,2,MUMBAI
5614,5,Mazda CX-5,3,HATCHBACK,13-02-2021,25-09-2021,2,MUMBAI
5615,1,Chevrolet Corvette,1,SUV,18-07-2021,28-09-2021,1,KOLKATA
5616,3,Jeep Gladiator,1,SUV,12-05-2021,06-10-2021,1,KOLKATA
5617,3,Jeep Gladiator,2,SEDAN,17-04-2021,02-10-2021,1,KOLKATA
5618,4,Kia Telluride,3,HATCHBACK,22-02-2021,19-07-2021,1,KOLKATA
5619,3,Jeep Gladiator,3,HATCHBACK,25-06-2021,11-10-2021,1,KOLKATA
5620,5,Mazda CX-5,1,SUV,30-03-2021,01-10-2021,4,DELHI
5621,7,Porsche Macan,1,SUV,14-07-2021,11-11-2021,4,DELHI
5622,3,Jeep Gladiator,2,SEDAN,16-03-2021,05-08-2021,4,DELHI
5623,2,Honda Accord,2,SEDAN,04-07-2021,23-07-2021,3,CHENNAI
5624,4,Kia Telluride,3,HATCHBACK,10-07-2021,13-09-2021,4,DELHI
5625,2,Honda Accord,1,SUV,15-03-2021,17-11-2021,2,MUMBAI
5626,2,Honda Accord,2,SEDAN,06-07-2021,04-11-2021,3,CHENNAI
5627,3,Jeep Gladiator,3,HATCHBACK,17-03-2021,02-07-2021,3,CHENNAI
5628,6,Porsche 718,3,HATCHBACK,10-01-2021,07-08-2021,2,MUMBAI
5629,7,Porsche Macan,3,HATCHBACK,09-01-2021,06-11-2021,4,DELHI
5630,2,Honda Accord,2,SEDAN,28-02-2021,10-07-2021,4,DELHI
5631,8,Ram 1500,1,SUV,24-04-2021,20-09-2021,4,DELHI
5632,6,Porsche 718,3,HATCHBACK,18-02-2021,03-08-2021,1,KOLKATA
5633,4,Kia Telluride,3,HATCHBACK,10-02-2021,02-07-2021,3,CHENNAI
5634,5,Mazda CX-5,3,HATCHBACK,17-04-2021,08-10-2021,2,MUMBAI
5635,7,Porsche Macan,2,SEDAN,06-04-2021,10-09-2021,3,CHENNAI
5636,8,Ram 1500,2,SEDAN,30-06-2021,07-10-2021,2,MUMBAI
5637,2,Honda Accord,3,HATCHBACK,08-06-2021,14-07-2021,2,MUMBAI
5638,4,Kia Telluride,2,SEDAN,22-05-2021,05-07-2021,3,CHENNAI
5639,6,Porsche 718,1,SUV,18-06-2021,16-09-2021,2,MUMBAI
5640,7,Porsche Macan,3,HATCHBACK,15-01-2021,25-08-2021,3,CHENNAI
5641,2,Honda Accord,1,SUV,18-04-2021,18-10-2021,2,MUMBAI
5642,6,Porsche 718,1,SUV,30-04-2021,31-07-2021,3,CHENNAI
5643,1,Chevrolet Corvette,3,HATCHBACK,03-05-2021,23-11-2021,1,KOLKATA
5644,2,Honda Accord,3,HATCHBACK,07-02-2021,08-09-2021,2,MUMBAI
5645,2,Honda Accord,2,SEDAN,25-06-2021,30-09-2021,1,KOLKATA
5646,7,Porsche Macan,3,HATCHBACK,06-07-2021,18-10-2021,3,CHENNAI
5647,5,Mazda CX-5,2,SEDAN,18-06-2021,18-12-2021,2,MUMBAI
5648,4,Kia Telluride,1,SUV,02-07-2021,23-11-2021,1,KOLKATA
5649,8,Ram 1500,1,SUV,23-04-2021,01-07-2021,4,DELHI
5650,8,Ram 1500,2,SEDAN,09-02-2021,07-07-2021,3,CHENNAI
5651,6,Porsche 718,2,SEDAN,27-05-2021,19-09-2021,2,MUMBAI
5652,3,Jeep Gladiator,2,SEDAN,10-04-2021,08-11-2021,3,CHENNAI
5653,4,Kia Telluride,1,SUV,30-05-2021,17-11-2021,2,MUMBAI
5654,2,Honda Accord,2,SEDAN,27-05-2021,06-09-2021,4,DELHI
5655,6,Porsche 718,2,SEDAN,15-04-2021,03-07-2021,4,DELHI
5656,6,Porsche 718,2,SEDAN,25-04-2021,20-08-2021,1,KOLKATA
5657,2,Honda Accord,1,SUV,22-02-2021,16-12-2021,3,CHENNAI
5658,2,Honda Accord,1,SUV,24-05-2021,16-07-2021,2,MUMBAI
5659,5,Mazda CX-5,3,HATCHBACK,18-01-2021,30-10-2021,2,MUMBAI
5660,5,Mazda CX-5,3,HATCHBACK,13-06-2021,27-08-2021,3,CHENNAI
5661,7,Porsche Macan,3,HATCHBACK,21-04-2021,24-07-2021,1,KOLKATA
5662,4,Kia Telluride,2,SEDAN,25-06-2021,15-07-2021,2,MUMBAI
5663,3,Jeep Gladiator,2,SEDAN,11-04-2021,16-11-2021,1,KOLKATA
5664,1,Chevrolet Corvette,1,SUV,07-06-2021,27-10-2021,2,MUMBAI
5665,4,Kia Telluride,3,HATCHBACK,11-07-2021,10-09-2021,2,MUMBAI
5666,7,Porsche Macan,3,HATCHBACK,14-04-2021,03-12-2021,3,CHENNAI
5667,4,Kia Telluride,1,SUV,13-04-2021,05-08-2021,4,DELHI
5668,1,Chevrolet Corvette,1,SUV,29-03-2021,09-12-2021,2,MUMBAI
5669,2,Honda Accord,3,HATCHBACK,31-01-2021,31-10-2021,4,DELHI
5670,6,Porsche 718,2,SEDAN,08-05-2021,15-07-2021,4,DELHI
5671,3,Jeep Gladiator,1,SUV,18-01-2021,25-09-2021,4,DELHI
5672,3,Jeep Gladiator,1,SUV,12-07-2021,21-08-2021,1,KOLKATA
5673,4,Kia Telluride,3,HATCHBACK,01-02-2021,10-07-2021,3,CHENNAI
5674,3,Jeep Gladiator,2,SEDAN,05-01-2021,16-09-2021,3,CHENNAI
5675,7,Porsche Macan,2,SEDAN,14-04-2021,26-09-2021,2,MUMBAI
5676,7,Porsche Macan,2,SEDAN,08-06-2021,29-08-2021,3,CHENNAI
5677,3,Jeep Gladiator,1,SUV,05-05-2021,21-10-2021,2,MUMBAI
5678,4,Kia Telluride,2,SEDAN,03-06-2021,28-08-2021,2,MUMBAI
5679,8,Ram 1500,3,HATCHBACK,05-07-2021,17-09-2021,4,DELHI
5680,3,Jeep Gladiator,1,SUV,18-07-2021,30-07-2021,2,MUMBAI
5681,4,Kia Telluride,3,HATCHBACK,24-04-2021,14-10-2021,4,DELHI
5682,5,Mazda CX-5,1,SUV,29-05-2021,17-12-2021,4,DELHI
5683,7,Porsche Macan,2,SEDAN,14-06-2021,08-12-2021,1,KOLKATA
5684,7,Porsche Macan,1,SUV,12-05-2021,14-12-2021,1,KOLKATA
5685,2,Honda Accord,3,HATCHBACK,10-05-2021,12-10-2021,2,MUMBAI
5686,5,Mazda CX-5,2,SEDAN,13-05-2021,25-07-2021,1,KOLKATA
5687,8,Ram 1500,3,HATCHBACK,08-02-2021,03-07-2021,2,MUMBAI
5688,3,Jeep Gladiator,3,HATCHBACK,21-01-2021,09-08-2021,3,CHENNAI
5689,6,Porsche 718,1,SUV,24-03-2021,05-07-2021,2,MUMBAI
5690,8,Ram 1500,2,SEDAN,06-03-2021,17-11-2021,4,DELHI
5691,4,Kia Telluride,3,HATCHBACK,28-01-2021,28-07-2021,1,KOLKATA
5692,1,Chevrolet Corvette,2,SEDAN,13-01-2021,28-10-2021,1,KOLKATA
5693,5,Mazda CX-5,3,HATCHBACK,19-01-2021,21-11-2021,3,CHENNAI
5694,7,Porsche Macan,2,SEDAN,23-02-2021,18-11-2021,2,MUMBAI
5695,1,Chevrolet Corvette,2,SEDAN,16-05-2021,13-07-2021,1,KOLKATA
5696,8,Ram 1500,3,HATCHBACK,27-04-2021,14-07-2021,4,DELHI
5697,8,Ram 1500,3,HATCHBACK,06-03-2021,07-07-2021,4,DELHI
5698,6,Porsche 718,1,SUV,12-05-2021,23-07-2021,3,CHENNAI
5699,8,Ram 1500,1,SUV,21-04-2021,05-11-2021,3,CHENNAI
5700,6,Porsche 718,3,HATCHBACK,11-04-2021,22-10-2021,2,MUMBAI
5701,7,Porsche Macan,2,SEDAN,26-06-2021,09-08-2021,2,MUMBAI
5702,4,Kia Telluride,1,SUV,09-03-2021,18-07-2021,4,DELHI
5703,8,Ram 1500,3,HATCHBACK,28-06-2021,01-09-2021,1,KOLKATA
5704,7,Porsche Macan,3,HATCHBACK,07-03-2021,28-07-2021,2,MUMBAI
5705,8,Ram 1500,1,SUV,13-05-2021,12-07-2021,3,CHENNAI
5706,6,Porsche 718,3,HATCHBACK,03-07-2021,09-08-2021,2,MUMBAI
5707,6,Porsche 718,2,SEDAN,04-07-2021,22-07-2021,3,CHENNAI
5708,7,Porsche Macan,1,SUV,27-01-2021,20-11-2021,2,MUMBAI
5709,2,Honda Accord,2,SEDAN,20-02-2021,19-08-2021,2,MUMBAI
5710,3,Jeep Gladiator,3,HATCHBACK,23-04-2021,03-08-2021,4,DELHI
5711,7,Porsche Macan,2,SEDAN,10-02-2021,15-10-2021,4,DELHI
5712,8,Ram 1500,3,HATCHBACK,13-07-2021,30-10-2021,3,CHENNAI
5713,3,Jeep Gladiator,3,HATCHBACK,20-05-2021,12-10-2021,1,KOLKATA
5714,7,Porsche Macan,2,SEDAN,08-01-2021,24-07-2021,4,DELHI
5715,7,Porsche Macan,1,SUV,14-04-2021,24-09-2021,4,DELHI
5716,5,Mazda CX-5,1,SUV,15-06-2021,28-11-2021,4,DELHI
5717,1,Chevrolet Corvette,2,SEDAN,06-07-2021,24-09-2021,4,DELHI
5718,8,Ram 1500,2,SEDAN,13-01-2021,11-10-2021,4,DELHI
5719,2,Honda Accord,1,SUV,04-06-2021,10-12-2021,4,DELHI
5720,1,Chevrolet Corvette,2,SEDAN,19-06-2021,13-08-2021,2,MUMBAI
5721,7,Porsche Macan,3,HATCHBACK,14-05-2021,21-10-2021,1,KOLKATA
5722,2,Honda Accord,3,HATCHBACK,23-05-2021,11-08-2021,1,KOLKATA
5723,7,Porsche Macan,2,SEDAN,14-05-2021,23-10-2021,1,KOLKATA
5724,8,Ram 1500,2,SEDAN,23-04-2021,22-07-2021,2,MUMBAI
5725,4,Kia Telluride,1,SUV,02-07-2021,03-07-2021,1,KOLKATA
5726,7,Porsche Macan,1,SUV,07-04-2021,19-07-2021,3,CHENNAI
5727,1,Chevrolet Corvette,1,SUV,14-04-2021,14-10-2021,3,CHENNAI
5728,5,Mazda CX-5,2,SEDAN,13-06-2021,16-08-2021,1,KOLKATA
5729,6,Porsche 718,1,SUV,20-02-2021,05-12-2021,4,DELHI
5730,8,Ram 1500,1,SUV,11-01-2021,15-10-2021,2,MUMBAI
5731,8,Ram 1500,2,SEDAN,14-06-2021,16-08-2021,1,KOLKATA
5732,2,Honda Accord,1,SUV,19-02-2021,16-09-2021,2,MUMBAI
5733,1,Chevrolet Corvette,2,SEDAN,14-06-2021,27-09-2021,2,MUMBAI
5734,2,Honda Accord,1,SUV,27-05-2021,23-08-2021,2,MUMBAI
5735,8,Ram 1500,2,SEDAN,24-03-2021,16-12-2021,2,MUMBAI
5736,3,Jeep Gladiator,1,SUV,11-07-2021,29-07-2021,1,KOLKATA
5737,7,Porsche Macan,1,SUV,11-06-2021,03-08-2021,1,KOLKATA
5738,2,Honda Accord,2,SEDAN,22-05-2021,22-07-2021,4,DELHI
5739,4,Kia Telluride,1,SUV,03-02-2021,26-11-2021,2,MUMBAI
5740,7,Porsche Macan,3,HATCHBACK,03-07-2021,15-09-2021,4,DELHI
5741,5,Mazda CX-5,2,SEDAN,03-02-2021,09-10-2021,4,DELHI
5742,7,Porsche Macan,2,SEDAN,05-06-2021,06-09-2021,4,DELHI
5743,1,Chevrolet Corvette,3,HATCHBACK,04-05-2021,11-11-2021,4,DELHI
5744,1,Chevrolet Corvette,1,SUV,10-07-2021,18-12-2021,2,MUMBAI
5745,6,Porsche 718,1,SUV,30-05-2021,05-08-2021,4,DELHI
5746,8,Ram 1500,1,SUV,24-06-2021,04-10-2021,2,MUMBAI
5747,3,Jeep Gladiator,2,SEDAN,08-05-2021,11-10-2021,4,DELHI
5748,6,Porsche 718,1,SUV,28-05-2021,10-08-2021,3,CHENNAI
5749,2,Honda Accord,1,SUV,16-06-2021,25-07-2021,3,CHENNAI
5750,7,Porsche Macan,3,HATCHBACK,29-03-2021,15-10-2021,4,DELHI
5751,3,Jeep Gladiator,2,SEDAN,22-06-2021,10-12-2021,2,MUMBAI
5752,5,Mazda CX-5,2,SEDAN,07-03-2021,05-12-2021,3,CHENNAI
5753,4,Kia Telluride,3,HATCHBACK,18-03-2021,22-08-2021,2,MUMBAI
5754,6,Porsche 718,3,HATCHBACK,24-02-2021,22-09-2021,1,KOLKATA
5755,7,Porsche Macan,3,HATCHBACK,20-04-2021,27-11-2021,1,KOLKATA
5756,8,Ram 1500,2,SEDAN,02-03-2021,24-08-2021,1,KOLKATA
5757,3,Jeep Gladiator,3,HATCHBACK,30-04-2021,23-10-2021,1,KOLKATA
5758,3,Jeep Gladiator,3,HATCHBACK,15-07-2021,10-09-2021,1,KOLKATA
5759,2,Honda Accord,2,SEDAN,13-06-2021,11-09-2021,3,CHENNAI
5760,5,Mazda CX-5,1,SUV,05-03-2021,05-07-2021,1,KOLKATA
5761,3,Jeep Gladiator,1,SUV,20-04-2021,18-11-2021,4,DELHI
5762,7,Porsche Macan,1,SUV,27-03-2021,01-09-2021,2,MUMBAI
5763,4,Kia Telluride,1,SUV,01-02-2021,31-08-2021,1,KOLKATA
5764,1,Chevrolet Corvette,3,HATCHBACK,28-02-2021,10-12-2021,1,KOLKATA
5765,2,Honda Accord,1,SUV,23-02-2021,16-10-2021,4,DELHI
5766,1,Chevrolet Corvette,1,SUV,09-07-2021,14-11-2021,4,DELHI
5767,5,Mazda CX-5,1,SUV,18-06-2021,14-07-2021,3,CHENNAI
5768,3,Jeep Gladiator,1,SUV,04-05-2021,11-12-2021,4,DELHI
5769,3,Jeep Gladiator,1,SUV,04-06-2021,17-12-2021,4,DELHI
5770,2,Honda Accord,3,HATCHBACK,19-05-2021,14-11-2021,4,DELHI
5771,7,Porsche Macan,2,SEDAN,08-01-2021,06-07-2021,1,KOLKATA
5772,3,Jeep Gladiator,1,SUV,29-01-2021,28-08-2021,1,KOLKATA
5773,7,Porsche Macan,3,HATCHBACK,17-03-2021,06-07-2021,4,DELHI
5774,8,Ram 1500,1,SUV,08-01-2021,20-08-2021,4,DELHI
5775,3,Jeep Gladiator,3,HATCHBACK,24-02-2021,30-09-2021,2,MUMBAI
5776,3,Jeep Gladiator,1,SUV,04-02-2021,20-08-2021,4,DELHI
5777,4,Kia Telluride,1,SUV,06-05-2021,29-11-2021,1,KOLKATA
5778,7,Porsche Macan,2,SEDAN,26-04-2021,12-12-2021,1,KOLKATA
5779,3,Jeep Gladiator,1,SUV,18-03-2021,07-08-2021,3,CHENNAI
5780,8,Ram 1500,2,SEDAN,03-07-2021,05-08-2021,1,KOLKATA
5781,8,Ram 1500,2,SEDAN,22-01-2021,22-08-2021,1,KOLKATA
5782,6,Porsche 718,1,SUV,14-06-2021,05-09-2021,3,CHENNAI
5783,1,Chevrolet Corvette,2,SEDAN,12-01-2021,13-12-2021,3,CHENNAI
5784,4,Kia Telluride,2,SEDAN,11-07-2021,03-10-2021,4,DELHI
5785,6,Porsche 718,2,SEDAN,26-04-2021,12-12-2021,2,MUMBAI
5786,8,Ram 1500,2,SEDAN,01-05-2021,08-08-2021,3,CHENNAI
5787,6,Porsche 718,2,SEDAN,17-01-2021,24-11-2021,3,CHENNAI
5788,2,Honda Accord,1,SUV,05-04-2021,07-08-2021,1,KOLKATA
5789,1,Chevrolet Corvette,2,SEDAN,05-07-2021,06-09-2021,3,CHENNAI
5790,2,Honda Accord,3,HATCHBACK,23-04-2021,29-11-2021,4,DELHI
5791,5,Mazda CX-5,3,HATCHBACK,30-05-2021,13-12-2021,1,KOLKATA
5792,7,Porsche Macan,3,HATCHBACK,02-03-2021,10-10-2021,2,MUMBAI
5793,1,Chevrolet Corvette,2,SEDAN,19-05-2021,20-07-2021,4,DELHI
5794,2,Honda Accord,2,SEDAN,31-05-2021,02-08-2021,2,MUMBAI
5795,5,Mazda CX-5,3,HATCHBACK,08-06-2021,19-10-2021,4,DELHI
5796,3,Jeep Gladiator,3,HATCHBACK,12-05-2021,11-07-2021,2,MUMBAI
5797,7,Porsche Macan,3,HATCHBACK,24-05-2021,21-09-2021,2,MUMBAI
5798,4,Kia Telluride,3,HATCHBACK,14-07-2021,01-09-2021,2,MUMBAI
5799,1,Chevrolet Corvette,2,SEDAN,18-03-2021,14-09-2021,2,MUMBAI
5800,1,Chevrolet Corvette,1,SUV,04-05-2021,31-10-2021,3,CHENNAI
5801,3,Jeep Gladiator,3,HATCHBACK,28-02-2021,04-12-2021,4,DELHI
5802,8,Ram 1500,1,SUV,16-04-2021,06-07-2021,3,CHENNAI
5803,5,Mazda CX-5,3,HATCHBACK,30-04-2021,23-07-2021,1,KOLKATA
5804,2,Honda Accord,3,HATCHBACK,13-07-2021,09-12-2021,1,KOLKATA
5805,8,Ram 1500,1,SUV,24-04-2021,15-08-2021,4,DELHI
5806,7,Porsche Macan,3,HATCHBACK,27-02-2021,21-09-2021,2,MUMBAI
5807,4,Kia Telluride,2,SEDAN,20-02-2021,01-12-2021,4,DELHI
5808,8,Ram 1500,3,HATCHBACK,10-01-2021,28-09-2021,3,CHENNAI
5809,5,Mazda CX-5,2,SEDAN,05-04-2021,14-07-2021,2,MUMBAI
5810,8,Ram 1500,3,HATCHBACK,11-04-2021,07-07-2021,3,CHENNAI
5811,1,Chevrolet Corvette,3,HATCHBACK,09-05-2021,26-08-2021,1,KOLKATA
5812,1,Chevrolet Corvette,2,SEDAN,28-05-2021,10-11-2021,4,DELHI
5813,6,Porsche 718,1,SUV,12-01-2021,17-10-2021,4,DELHI
5814,5,Mazda CX-5,1,SUV,03-07-2021,30-09-2021,2,MUMBAI
5815,1,Chevrolet Corvette,2,SEDAN,03-04-2021,19-07-2021,2,MUMBAI
5816,5,Mazda CX-5,2,SEDAN,25-05-2021,23-11-2021,1,KOLKATA
5817,2,Honda Accord,3,HATCHBACK,01-07-2021,18-12-2021,3,CHENNAI
5818,4,Kia Telluride,3,HATCHBACK,04-01-2021,14-12-2021,4,DELHI
5819,5,Mazda CX-5,2,SEDAN,20-02-2021,25-10-2021,4,DELHI
5820,7,Porsche Macan,3,HATCHBACK,07-07-2021,18-07-2021,4,DELHI
5821,7,Porsche Macan,2,SEDAN,22-05-2021,14-07-2021,4,DELHI
5822,8,Ram 1500,2,SEDAN,21-01-2021,18-09-2021,1,KOLKATA
5823,8,Ram 1500,2,SEDAN,03-07-2021,09-07-2021,3,CHENNAI
5824,4,Kia Telluride,3,HATCHBACK,01-02-2021,25-11-2021,2,MUMBAI
5825,3,Jeep Gladiator,1,SUV,26-05-2021,10-12-2021,3,CHENNAI
5826,1,Chevrolet Corvette,1,SUV,22-02-2021,13-07-2021,2,MUMBAI
5827,6,Porsche 718,2,SEDAN,26-01-2021,09-11-2021,3,CHENNAI
5828,8,Ram 1500,2,SEDAN,25-05-2021,22-09-2021,4,DELHI
5829,5,Mazda CX-5,2,SEDAN,17-04-2021,11-09-2021,2,MUMBAI
5830,6,Porsche 718,2,SEDAN,14-04-2021,11-09-2021,2,MUMBAI
5831,4,Kia Telluride,2,SEDAN,25-01-2021,05-12-2021,1,KOLKATA
5832,2,Honda Accord,1,SUV,25-06-2021,01-07-2021,2,MUMBAI
5833,4,Kia Telluride,1,SUV,24-02-2021,20-10-2021,1,KOLKATA
5834,6,Porsche 718,2,SEDAN,02-07-2021,17-07-2021,1,KOLKATA
5835,5,Mazda CX-5,1,SUV,10-03-2021,06-10-2021,2,MUMBAI
5836,4,Kia Telluride,2,SEDAN,20-03-2021,25-08-2021,3,CHENNAI
5837,1,Chevrolet Corvette,3,HATCHBACK,09-07-2021,23-08-2021,3,CHENNAI
5838,6,Porsche 718,2,SEDAN,20-06-2021,14-10-2021,4,DELHI
5839,2,Honda Accord,2,SEDAN,10-01-2021,10-11-2021,2,MUMBAI
5840,2,Honda Accord,1,SUV,27-02-2021,13-10-2021,4,DELHI
5841,3,Jeep Gladiator,3,HATCHBACK,08-03-2021,31-07-2021,3,CHENNAI
5842,2,Honda Accord,2,SEDAN,30-01-2021,05-12-2021,3,CHENNAI
5843,6,Porsche 718,3,HATCHBACK,17-03-2021,15-08-2021,2,MUMBAI
5844,7,Porsche Macan,2,SEDAN,03-01-2021,16-07-2021,4,DELHI
5845,4,Kia Telluride,3,HATCHBACK,11-05-2021,03-10-2021,3,CHENNAI
